id,eng_text,heb_word,match_word,match_word_def,Levensht
L009.T01,The son and the daughter want a computer.,והבת,אֶת,[Direct Object Marker],3
L009.T01,The son and the daughter want a computer.,והבת,אַת,you,3
L009.T01,The son and the daughter want a computer.,רוצים,רוֹצִים,"want (m, p)",2
L009.T01,The son and the daughter want a computer.,רוצים,חוֹם,"heat, warmth; fever, (ill) temperature",3
L009.T01,The son and the daughter want a computer.,מחשב,אֵשׁ,"fire, flame",3
L009.T01,The son and the daughter want a computer.,מחשב,בּ ב,Bet & Vet,3
L009.T02,He wants a laptop.,הוא,הוּא,he,1
L009.T02,He wants a laptop.,הוא,א,Alef,2
L009.T02,He wants a laptop.,רוצה,רָצָה,"wanted (3rd, m, s)",2
L009.T02,He wants a laptop.,רוצה,רוֹב,"majority, most [of]",2
L009.T02,He wants a laptop.,מחשב,אֵשׁ,"fire, flame",3
L009.T02,He wants a laptop.,מחשב,בּ ב,Bet & Vet,3
L009.T02,He wants a laptop.,נשא,א,Alef,2
L009.T02,He wants a laptop.,נשא,לֹא,"no, not",2
L009.T03,She wants internet.,היא,הִיא,she,1
L009.T03,She wants internet.,היא,א,Alef,2
L009.T03,She wants internet.,רוצה,רָצָה,"wanted (3rd, m, s)",2
L009.T03,She wants internet.,רוצה,רוֹב,"majority, most [of]",2
L009.T03,She wants internet.,אנטרנט,אִינטֶרנֶט,internet,4
L009.T03,She wants internet.,אנטרנט,אֵירוֹ,Euro,4
L009.T04,What do you (m pl) want?,מה,ה,He,1
L009.T04,What do you (m pl) want?,מה,מ,Mem,1
L009.T04,What do you (m pl) want?,אתם,אִם,"if, whether; in case, if",1
L009.T04,What do you (m pl) want?,אתם,אֵם,"mother, matriarch",1
L009.T04,What do you (m pl) want?,רוצים,רוֹצִים,"want (m, p)",2
L009.T04,What do you (m pl) want?,רוצים,חוֹם,"heat, warmth; fever, (ill) temperature",3
L009.T05,We want computers.,אנחנו,אֶחָד,one,3
L009.T05,We want computers.,אנחנו,אַחֵר,"[an]other, further, else; different, unusal",3
L009.T05,We want computers.,רוצים,רוֹצִים,"want (m, p)",2
L009.T05,We want computers.,רוצים,חוֹם,"heat, warmth; fever, (ill) temperature",3
L009.T05,We want computers.,מחשבים,חֲבָל,pity,4
L009.T05,We want computers.,מחשבים,חֶבֶל,rope,4
L010.N10,Tenth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L010.N10,Tenth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L010.N10,Tenth lesson,עֲשִׂירִי,עֲשִׂירִי,tenth,0
L010.N10,Tenth lesson,עֲשִׂירִי,חֲסִידִי,hassidic,4
L010.S00,At a cafe,בְּבֵית,בְּרִית,"covenant, alliance",2
L010.S00,At a cafe,בְּבֵית,בְּלִי,without,3
L010.S00,At a cafe,קָפֶה,קָפֶה,coffee,0
L010.S00,At a cafe,קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L010.S01,Good evening.  What would you (f pl) like (want)?,עֶרֶב,עֶרֶב,evening,0
L010.S01,Good evening.  What would you (f pl) like (want)?,עֶרֶב,חֶרֶב,"sword, saber",1
L010.S01,Good evening.  What would you (f pl) like (want)?,טוֹב,טוֹב,"good, well, pleasant, appropriate",0
L010.S01,Good evening.  What would you (f pl) like (want)?,טוֹב,חוֹב,debt,1
L010.S01,Good evening.  What would you (f pl) like (want)?,מַה,מַה,"what? how much, why, how",0
L010.S01,Good evening.  What would you (f pl) like (want)?,מַה,מַס,"tax, fee",1
L010.S01,Good evening.  What would you (f pl) like (want)?,אַתֶן,אַתֶן,you (pl.),0
L010.S01,Good evening.  What would you (f pl) like (want)?,אַתֶן,אַתֶם,"you, ""you guys"" (pl.)",1
L010.S01,Good evening.  What would you (f pl) like (want)?,רוֹצוֹת,רוֹצוֹת,"want (f, p)",0
L010.S01,Good evening.  What would you (f pl) like (want)?,רוֹצוֹת,רוֹאוֹת,"see (f, p)",1
L010.S02,"Coffee and cake, please.",קָפֶה,קָפֶה,coffee,0
L010.S02,"Coffee and cake, please.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L010.S02,"Coffee and cake, please.",וְעוּגָה,סְעוּדָה,"feast, meal, banquet",2
L010.S02,"Coffee and cake, please.",וְעוּגָה,עוּגָה,cake,2
L010.S02,"Coffee and cake, please.",בְּבַקָשָׁה,בְּבַקָשָׁה,please; you're welcome,2
L010.S02,"Coffee and cake, please.",בְּבַקָשָׁה,בְּעָיָה,problem,5
L010.S03,Is there cheese cake?,יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L010.S03,Is there cheese cake?,יֵשׁ,אֵשׁ,"fire, flame",1
L010.S03,Is there cheese cake?,עוּגַת,עוּגָה,cake,2
L010.S03,Is there cheese cake?,עוּגַת,אוּלַי,maybe,3
L010.S03,Is there cheese cake?,גבִינָה,גְבִינָה,cheese,1
L010.S03,Is there cheese cake?,גבִינָה,בִּירָה,"beer; capital city, palace",3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֵין,אֵין,there isn't / aren't,0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֵין,אֵיך,how?,1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,עוּגָה,cake,2
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,אוּלַי,maybe,3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",גבִינָה,גְבִינָה,cheese,1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",גבִינָה,בִּירָה,"beer; capital city, palace",3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֲבָל,אֲבָל,"but, however",0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",אֲבָל,חֲבָל,pity,1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",יֵשׁ,אֵשׁ,"fire, flame",1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,עוּגָה,cake,2
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",עוּגַת,אוּלַי,maybe,3
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",פֶּרֶג,פֶּרֶק,"chapter, part; segment, episode",1
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",פֶּרֶג,בֶּרֶז,"tap, faucet",2
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",טוֹבָה,טוֹבָה,"favor, kindness; good, pleasant, appropriate",0
L010.S04,"There isn't any cheesecake, but there's a good poppyseed cake.",טוֹבָה,חוֹמָה,wall (city / fortress),2
L010.S05,Or chocolate cake,אוֹ,אוֹ,"or, either",0
L010.S05,Or chocolate cake,אוֹ,אוֹר,light; lamp,1
L010.S05,Or chocolate cake,עוּגַת,עוּגָה,cake,2
L010.S05,Or chocolate cake,עוּגַת,אוּלַי,maybe,3
L010.S05,Or chocolate cake,שׁוֹקוֹלָד,שׁוֹקוֹלָד,chocolate,0
L010.S05,Or chocolate cake,שׁוֹקוֹלָד,שׁוֹקֵל,"weighs (m, s)",4
L010.T01,There is a good cheesecake.,יש,י,Yod,1
L010.T01,There is a good cheesecake.,יש,A,Alpha,2
L010.T01,There is a good cheesecake.,עוגת,עֵת,"time, epoch, period",2
L010.T01,There is a good cheesecake.,עוגת,עוֹד,"more; yet, still",2
L010.T01,There is a good cheesecake.,גבינה,גְבִינָה,cheese,3
L010.T01,There is a good cheesecake.,גבינה,הִינֵה,"here (is), behold",3
L010.T01,There is a good cheesecake.,טובה,טוֹב,"good, well, pleasant, appropriate",2
L010.T01,There is a good cheesecake.,טובה,טוֹבָה,"favor, kindness; good, pleasant, appropriate",2
L010.T02,There isn't any poppy cake.,אין,אֵין,there isn't / aren't,1
L010.T02,There isn't any poppy cake.,אין,א,Alef,2
L010.T02,There isn't any poppy cake.,עוגת,עֵת,"time, epoch, period",2
L010.T02,There isn't any poppy cake.,עוגת,עוֹד,"more; yet, still",2
L010.T02,There isn't any poppy cake.,פרג,ג,Gimel,2
L010.T02,There isn't any poppy cake.,פרג,חַג,"holiday, feast",2
L010.T03,Coffee and chocolate cake please,קפה,ה,He,2
L010.T03,Coffee and chocolate cake please,קפה,זֶה,this,2
L010.T03,Coffee and chocolate cake please,ועוגת,וְעוֹד,"plus, et cetera",3
L010.T03,Coffee and chocolate cake please,ועוגת,טָעוּת,mistake,3
L010.T03,Coffee and chocolate cake please,שוקולד,אוֹהֵד,"fan (sports), supporter",4
L010.T03,Coffee and chocolate cake please,שוקולד,דּוֹד,uncle; lover,4
L010.T03,Coffee and chocolate cake please,בבקשה,אִישׁ,"man, person; people (pl.)",4
L010.T03,Coffee and chocolate cake please,בבקשה,אֵשׁ,"fire, flame",4
L010.T04,What do you (f pl) want?,מה,ה,He,1
L010.T04,What do you (f pl) want?,מה,מ,Mem,1
L010.T04,What do you (f pl) want?,אתן,א,Alef,2
L010.T04,What do you (f pl) want?,אתן,אִי,island,2
L010.T04,What do you (f pl) want?,רוצות,רוֹצוֹת,"want (f, p)",2
L010.T04,What do you (f pl) want?,רוצות,חֲצוֹת,midnight,3
L010.T05,We are at a cafe.,אנחנו,אֶחָד,one,3
L010.T05,We are at a cafe.,אנחנו,אַחֵר,"[an]other, further, else; different, unusal",3
L010.T05,We are at a cafe.,בבית,בַּת,"daughter, girl",2
L010.T05,We are at a cafe.,בבית,אִי,island,3
L010.T05,We are at a cafe.,קפה,ה,He,2
L010.T05,We are at a cafe.,קפה,זֶה,this,2
L011.N11,Eleventh lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L011.N11,Eleventh lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L011.N11,Eleventh lesson,אַחַת,אַחַת,one,0
L011.N11,Eleventh lesson,אַחַת,אַחֵר,"[an]other, further, else; different, unusal",2
L011.N11,Eleventh lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L011.N11,Eleventh lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L011.S01,Hello. What are you drinking?,שָׁלוֹם,שָׁלוֹם,"hello, goodbye; peace, rest, welfare",0
L011.S01,Hello. What are you drinking?,שָׁלוֹם,שָׁחוֹר,black,2
L011.S01,Hello. What are you drinking?,מַה,מַה,"what? how much, why, how",0
L011.S01,Hello. What are you drinking?,מַה,מַס,"tax, fee",1
L011.S01,Hello. What are you drinking?,אַתֶם,אַתֶם,"you, ""you guys"" (pl.)",0
L011.S01,Hello. What are you drinking?,אַתֶם,אַתֶן,you (pl.),1
L011.S01,Hello. What are you drinking?,שׁוֹתִים,שׁוֹתִים,"drink (m, p)",0
L011.S01,Hello. What are you drinking?,שׁוֹתִים,רוֹאִים,"see (m, p)",3
L011.S02,What is there?,מַה,מַה,"what? how much, why, how",0
L011.S02,What is there?,מַה,מַס,"tax, fee",1
L011.S02,What is there?,יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L011.S02,What is there?,יֵשׁ,אֵשׁ,"fire, flame",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",יֵשׁ,יֵשׁ,"there is/are/exist; existence, Being, entity",0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",יֵשׁ,אֵשׁ,"fire, flame",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",פִילטֶר,לִיטֶר,liter,2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",פִילטֶר,אִיּוּר,illustration,4
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",בּוֹץ,בּוֹס,boss,1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",בּוֹץ,בּוּל,"stamp, postage",2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",טוּרקִי,טוּרְקִי,Turkish,1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",טוּרקִי,חוּקִּי,"legal, lawful",3
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",הָפוּך,הָפוּךְ,"reversed, backward; upside down, inverted, opposite; in disarray",1
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",הָפוּך,צָפוּי,"expected, anticipated, supposed (pass.)",2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",וְנֵס,נֵס,"miracle, wonder",2
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",וְנֵס,זְאֵב,wolf,3
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,קָפֶה,coffee,0
L011.S03,"There's filter coffee, unfiltered coffee, Turkish coffee, milky coffee, and instant coffee.",קָפֶה,יָפֶה,"beautiful, pleasant, pretty; nice, fine, well",1
L011.S04,With sugar or sweetener?,סוּכָּר,סוּכָּר,sugar,2
L011.S04,With sugar or sweetener?,סוּכָּר,מוּזָר,"strange, weird",3
L011.S04,With sugar or sweetener?,אוֹ,אוֹ,"or, either",0
L011.S04,With sugar or sweetener?,אוֹ,אוֹר,light; lamp,1
L011.S04,With sugar or sweetener?,סוּכּרָזִית,אוּכְמָנִית,blueberry,4
L011.S04,With sugar or sweetener?,סוּכּרָזִית,בְּרָזִיל,Brazil,5
L011.S05,And you (f pl)?,וְאַתֶן,אַתֶן,you (pl.),2
L011.S05,And you (f pl)?,וְאַתֶן,אַתֶם,"you, ""you guys"" (pl.)",3
L011.S06,We're drinking orange juice.,אֲנַחנוּ,אֲנַחְנוּ,we,1
L011.S06,We're drinking orange juice.,אֲנַחנוּ,אֲפִילוּ,even,4
L011.S06,We're drinking orange juice.,שׁוֹתוֹת,שׁוֹתוֹת,"drink (f, p)",0
L011.S06,We're drinking orange juice.,שׁוֹתוֹת,רוֹאוֹת,"see (f, p)",3
L011.S06,We're drinking orange juice.,מִיץ,מִיץ,juice,0
L011.S06,We're drinking orange juice.,מִיץ,מִי,who?,1
L011.S06,We're drinking orange juice.,תַפּוּזִים,מַפּוּחִית,harmonica,3
L011.S06,We're drinking orange juice.,תַפּוּזִים,פּוּרִים,Purim,3
L011.T01,You (m pl) are drinking mud coffee?,אתם,אִם,"if, whether; in case, if",1
L011.T01,You (m pl) are drinking mud coffee?,אתם,אֵם,"mother, matriarch",1
L011.T01,You (m pl) are drinking mud coffee?,שותים,אַתֶם,"you, ""you guys"" (pl.)",3
L011.T01,You (m pl) are drinking mud coffee?,שותים,חוֹם,"heat, warmth; fever, (ill) temperature",3
L011.T01,You (m pl) are drinking mud coffee?,קפה,ה,He,2
L011.T01,You (m pl) are drinking mud coffee?,קפה,זֶה,this,2
L011.T01,You (m pl) are drinking mud coffee?,בוץ,אוֹ,"or, either",2
L011.T01,You (m pl) are drinking mud coffee?,בוץ,ו,Vav,2
L011.T02,What is there in the cafeteria?,מה,ה,He,1
L011.T02,What is there in the cafeteria?,מה,מ,Mem,1
L011.T02,What is there in the cafeteria?,יש,י,Yod,1
L011.T02,What is there in the cafeteria?,יש,A,Alpha,2
L011.T02,What is there in the cafeteria?,בקפטריה,בִּירָה,"beer; capital city, palace",4
L011.T02,What is there in the cafeteria?,בקפטריה,אִיטִית,slow,5
L011.T03,We are drinking orange juice.,אנחנו,אֶחָד,one,3
L011.T03,We are drinking orange juice.,אנחנו,אַחֵר,"[an]other, further, else; different, unusal",3
L011.T03,We are drinking orange juice.,שותים,אַתֶם,"you, ""you guys"" (pl.)",3
L011.T03,We are drinking orange juice.,שותים,חוֹם,"heat, warmth; fever, (ill) temperature",3
L011.T03,We are drinking orange juice.,מיץ,מִיץ,juice,1
L011.T03,We are drinking orange juice.,מיץ,חֵץ,"arrow, dart",2
L011.T03,We are drinking orange juice.,תפוזים,חָמִים,"luke-, a bit warm; pleasant, cozy",4
L011.T03,We are drinking orange juice.,תפוזים,חוֹם,"heat, warmth; fever, (ill) temperature",4
L011.T04,You (f pl) are drinking instant coffee.,אתן,א,Alef,2
L011.T04,You (f pl) are drinking instant coffee.,אתן,אִי,island,2
L011.T04,You (f pl) are drinking instant coffee.,שותות,לָתֵת,"to give, allow",3
L011.T04,You (f pl) are drinking instant coffee.,שותות,שׁוֹתוֹת,"drink (f, p)",3
L011.T04,You (f pl) are drinking instant coffee.,נס,נ,Nun,1
L011.T04,You (f pl) are drinking instant coffee.,נס,נֵס,"miracle, wonder",1
L011.T04,You (f pl) are drinking instant coffee.,קפה,ה,He,2
L011.T04,You (f pl) are drinking instant coffee.,קפה,זֶה,this,2
L011.T05,Is there milky coffee?,יש,י,Yod,1
L011.T05,Is there milky coffee?,יש,A,Alpha,2
L011.T05,Is there milky coffee?,קפה,ה,He,2
L011.T05,Is there milky coffee?,קפה,זֶה,this,2
L011.T05,Is there milky coffee?,הפוך,אֵיך,how?,3
L011.T05,Is there milky coffee?,הפוך,אוֹ,"or, either",3
L012.N12,Twelfth lesson,שִׁעוּר,שִׁיעוּר,"lesson, class; rate, measure",1
L012.N12,Twelfth lesson,שִׁעוּר,שָׁבוּר,"broken, fractured; depressed, despondent",2
L012.N12,Twelfth lesson,שׁתֵים,שֵׁם,(first) name,3
L012.N12,Twelfth lesson,שׁתֵים,שָׁלֵם,"complete, entire, whole",3
L012.N12,Twelfth lesson,עֶשׂרֵה,עֶזְרָה,"assistance, help",3
L012.N12,Twelfth lesson,עֶשׂרֵה,עֶשֶׂר,ten,3
L012.S00,Shopping,קנִיוֹת,קַנְיוֹן,shopping mall; canyon,3
L012.S00,Shopping,קנִיוֹת,אָחוֹת,sister; nurse,4
L012.S01,Oof! I am tired.,אוּף,אוֹ,"or, either",2
L012.S01,Oof! I am tired.,אוּף,אוֹר,light; lamp,2
L012.S01,Oof! I am tired.,אֲנִי,אֲנִי,"I, ego",0
L012.S01,Oof! I am tired.,אֲנִי,אִי,island,2
L012.S01,Oof! I am tired.,עָיֵף,עָיֵיף,tired,1
L012.S01,Oof! I am tired.,עָיֵף,עָנָף,branch,2
L012.S02,Why?,לָמָה,לָמָה,why?,0
L012.S02,Why?,לָמָה,רָמָה,"level, standard; hilly region, highlands; barometric high",1
L012.S03,The mall is tiring.,הַקַניוֹן,קַנְיוֹן,shopping mall; canyon,3
L012.S03,The mall is tiring.,הַקַניוֹן,הֵירָיוֹן,pregnancy,4
L012.S03,The mall is tiring.,מְעַיֵף,מְאַחֵל,"wishes (m, s)",3
L012.S03,The mall is tiring.,מְעַיֵף,מְאַחֵר,"is running late (m, s)",3
L012.S04,What are you (m s) buying?,מַה,מַה,"what? how much, why, how",0
L012.S04,What are you (m s) buying?,מַה,מַס,"tax, fee",1
L012.S04,What are you (m s) buying?,אַתָה,אַתָה,you,0
L012.S04,What are you (m s) buying?,אַתָה,אֲתָר,site,2
L012.S04,What are you (m s) buying?,קוֹנֶה,עוֹנֶה,"answers (m, s)",1
L012.S04,What are you (m s) buying?,קוֹנֶה,קוֹנֶה²,buyer,1
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",אֲנִי,אֲנִי,"I, ego",0
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",אֲנִי,אִי,island,2
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",לֹא,לֹא,"no, not",0
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",לֹא,א,Alef,2
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",קוֹנֶה,עוֹנֶה,"answers (m, s)",1
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",קוֹנֶה,קוֹנֶה²,buyer,1
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",אֲבָל,אֲבָל,"but, however",0
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",אֲבָל,חֲבָל,pity,1
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",אִשׁתִי,אִיתִּי,with me,3
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",אִשׁתִי,רִשְׁמִי,official,3
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",קוֹנָה,יוֹנָה,"pigeon, dove",1
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",קוֹנָה,עוֹנָה,season,1
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",וְהִיא,הִיא,she,2
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",וְהִיא,זָהִיר,"careful, cautious",3
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",לֹא,לֹא,"no, not",0
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",לֹא,א,Alef,2
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",עֲיֵפָה,הֲצָפָה,flooding,3
L012.S05,"I'm not buying, but my wife is buying, and she isn't tired!",עֲיֵפָה,חֵיפָה,Haifa,3
L012.T01,I am tired.,אני,אִי,island,1
L012.T01,I am tired.,אני,א,Alef,2
L012.T01,I am tired.,עיף,י,Yod,2
L012.T01,I am tired.,עיף,ע,Ayin,2
L012.T02,She is not tired.,היא,הִיא,she,1
L012.T02,She is not tired.,היא,א,Alef,2
